Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,purchases_per_year,loyalty_factor,eltv,discount_premium,satisfaction_index,category_affinity,loyalty_tier,H_score,F_score,M_score,rfm_score,segment
1259,47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,0,2-Day Shipping,1,1,34,Debit Card,Every 3 Months,4,0.40785331033135047,7.304386565013441,-2.7198160345219193,0.5889552774508854,1.4438533787715069,Gold,4,1,5,10,Promo-Dependent
1260,68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,0,Standard,1,1,45,Credit Card,Monthly,12,0.5279642025291986,26.447124551981865,0.4712640708417055,0.6197466866596859,1.0662165272769124,Platinum,5,2,3,10,Promo-Dependent
1261,63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,0,Store Pickup,1,1,30,Debit Card,Quarterly,4,0.39550679567473,7.187615844565317,0.4712640708417055,0.5864859745195613,1.5493458911992635,Gold,3,1,5,9,Promo-Dependent
1262,20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,0,Next Day Air,1,1,2,Credit Card,Fortnightly,26,0.41176612508188887,36.412944528627996,0.4712640708417055,0.5183532250163777,0.48312936392235095,Bronze,1,2,1,4,At-Risk / One-Timer
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,0,Store Pickup,1,1,44,Venmo,Monthly,12,0.5257282023835312,26.137953263263245,-2.7198160345219193,0.7272994866305523,1.028952982572798,Platinum,5,2,3,10,Promo-Dependent
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,0,2-Day Shipping,1,1,1,Credit Card,Bi-Weekly,26,0.3705165737555528,41.06423211951032,0.4712640708417055,0.7261033147511105,1.1661743267091231,Bronze,1,2,4,7,Occasional Buyer
1265,52,Male,Sweater,Clothing,92,Vermont,S,Blue,Winter,2.5,0,Next Day Air,1,1,1,Venmo,Bi-Weekly,26,0.3705165737555528,43.66448409464179,0.4712640708417055,0.47410331475111056,1.5326862579605618,Bronze,1,2,5,8,Promo-Dependent
1266,32,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,0,Next Day Air,1,1,27,Bank Transfer,Weekly,52,0.938998197930395,213.9651858885719,0.4712640708417055,0.7117996395860791,1.3161110258574389,Gold,3,3,4,10,Promo-Dependent
1267,20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,0,Standard,1,1,14,Debit Card,Every 3 Months,4,0.32165438499395005,4.459076601465993,0.4712640708417055,0.5597154923834053,0.5164486303997545,Silver,2,1,1,4,At-Risk / One-Timer
1268,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,0,Standard,1,1,41,Cash,Weekly,52,0.9802477492567311,225.85150611062375,0.4712640708417055,0.7200495498513463,1.3827495588122458,Platinum,5,3,4,12,Loyal Promo-User
1269,23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,0,Next Day Air,1,1,25,Debit Card,Bi-Weekly,26,0.6314589040678263,73.69412447254113,3.3361111111111157,0.5742917808135652,1.5391923990498813,Silver,3,2,5,10,Promo-Dependent
1270,43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3.0,0,Standard,1,1,47,PayPal,Quarterly,4,0.43998626625794646,7.0203927872413185,2.3996554557680767,0.4633818686362047,0.8857142857142858,Platinum,5,1,3,9,Promo-Dependent
1271,67,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.3,0,Standard,1,1,20,Cash,Annually,1,0.3212696370396398,1.4762724864063836,0.4712640708417055,0.46410008125408175,1.6326440573927723,Silver,2,1,5,8,Promo-Dependent
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,0,Store Pickup,1,1,42,PayPal,Annually,1,0.3941800603305689,1.6005456708660244,2.3996554557680767,0.5986821659122676,0.9525606469002695,Platinum,5,1,3,9,Promo-Dependent
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,0,Express,1,1,16,Bank Transfer,Monthly,12,0.4266954133796496,22.5010955835457,-2.7198160345219193,0.6594929288297762,1.3276812678358685,Silver,2,2,4,8,Promo-Dependent
1274,41,Male,Jeans,Clothing,29,Mississippi,L,Silver,Spring,4.1,0,Next Day Air,1,1,32,Credit Card,Every 3 Months,4,0.4018672361236636,5.467319165118448,0.4712640708417055,0.587758062609348,0.48312936392235095,Gold,4,1,1,6,Occasional Buyer
1275,54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,0,2-Day Shipping,1,1,37,PayPal,Quarterly,4,0.41621971371938576,7.165746963692165,2.3996554557680767,0.4706285581284925,1.2199460916442049,Gold,4,1,4,9,Promo-Dependent
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,0,Standard,1,1,1,PayPal,Monthly,12,0.2089781122170913,8.768322594576604,0.4712640708417055,0.6279494685972645,0.5331082636384562,Bronze,1,2,1,4,At-Risk / One-Timer
1277,51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,0,Next Day Air,1,1,37,Bank Transfer,Weekly,52,0.9700658675655396,213.58283438684583,-2.7198160345219193,0.9700131735131079,1.1285290776604882,Gold,4,3,3,10,Promo-Dependent
1278,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,0,Express,1,1,5,Venmo,Quarterly,4,0.2284365449912879,4.189496518899689,0.4712640708417055,0.661071924382873,1.6159844241540704,Bronze,1,1,5,7,Occasional Buyer
1279,28,Male,Shorts,Clothing,98,Utah,M,Violet,Fall,2.8,0,Next Day Air,1,1,31,Venmo,Fortnightly,26,0.6525828687777642,77.96610884864049,0.4712640708417055,0.5665165737555528,1.6326440573927723,Gold,4,2,5,11,Loyal Promo-User
1280,63,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.7,0,Express,1,1,18,Debit Card,Annually,1,0.31108775534844835,1.2577437436693484,0.4712640708417055,0.5100637049158435,0.9329394613672984,Silver,2,1,3,6,Occasional Buyer
1281,30,Male,Pants,Clothing,78,Georgia,L,White,Winter,4.4,0,2-Day Shipping,1,1,39,Venmo,Every 3 Months,4,0.42143798117871967,7.365805127237575,0.4712640708417055,0.6276722116203592,1.299451392618737,Platinum,4,1,4,9,Promo-Dependent
1282,29,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,0,Store Pickup,1,1,8,Venmo,Bi-Weekly,26,0.5235322501637778,59.98355072736737,2.3996554557680767,0.7447064500327556,1.3536388140161726,Bronze,1,2,4,7,Occasional Buyer
1283,24,Male,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,3.0,0,Free Shipping,1,1,20,Venmo,Monthly,12,0.4481927139627167,22.772348226031653,0.4712640708417055,0.4957923889463895,1.1328550602317196,Silver,2,2,3,7,Occasional Buyer
1284,69,Male,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9,0,2-Day Shipping,1,1,23,Debit Card,Every 3 Months,4,0.3694696925023936,6.730077979333631,0.4712640708417055,0.5572785538850941,1.5660055244379651,Silver,3,1,5,9,Promo-Dependent
1285,65,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,0,Express,1,1,38,PayPal,Fortnightly,26,0.6727084553941624,79.4641331999115,0.4712640708417055,0.7025416910788325,1.5493458911992635,Gold,4,2,5,11,Loyal Promo-User
1286,64,Male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,0,Next Day Air,1,1,45,Bank Transfer,Fortnightly,26,0.68950266406766,82.55720490481752,2.3996554557680767,0.657900532813532,1.6544474393531,Platinum,5,2,5,12,Loyal Promo-User
1287,40,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.9,0,Next Day Air,1,1,44,Debit Card,Fortnightly,26,0.6872666639219928,69.90367800329393,2.3996554557680767,0.8254533327843986,0.8188679245283019,Platinum,5,2,2,9,Promo-Dependent
1288,24,Male,Jeans,Clothing,28,Utah,XL,Blue,Winter,3.4,0,Standard,1,1,20,PayPal,Monthly,12,0.4481927139627167,18.11036948108372,0.4712640708417055,0.5437923889463895,0.4664697306836492,Silver,2,2,1,5,At-Risk / One-Timer
1289,66,Male,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,4.1,0,Standard,1,1,34,PayPal,Bi-Weekly,26,0.6616994641775042,78.16368879874132,2.3996554557680767,0.7243398928355008,1.554177897574124,Gold,4,2,5,11,Loyal Promo-User
1290,35,Male,Jacket,Outerwear,24,New Hampshire,M,Red,Fall,2.9,0,Next Day Air,1,1,10,PayPal,Weekly,52,0.8439472648879285,141.2611953173924,3.3361111111111157,0.7167894529775858,0.41977974519542216,Bronze,1,3,1,5,At-Risk / One-Timer
1291,67,Male,Skirt,Clothing,35,Maryland,M,Indigo,Spring,3.4,0,Free Shipping,1,1,3,PayPal,Annually,1,0.15257160904956724,0.5467432504998458,0.4712640708417055,0.44236047565606723,0.5830871633545616,Bronze,1,1,1,3,At-Risk / One-Timer
1292,69,Male,Sandals,Footwear,68,South Dakota,S,Beige,Spring,3.2,0,2-Day Shipping,1,1,23,Debit Card,Fortnightly,26,0.6233158463485474,68.61882766551619,-2.7198160345219193,0.6086631692697095,1.1285290776604882,Silver,3,2,3,8,Promo-Dependent
1293,26,Male,Belt,Accessories,61,Kentucky,M,Maroon,Summer,3.9913207993960533,0,Free Shipping,1,1,42,Bank Transfer,Annually,1,0.3941800603305689,1.6268340808894397,2.3996554557680767,0.561640661839794,1.0194070080862534,Platinum,5,1,3,9,Promo-Dependent
1294,23,Male,Sweater,Clothing,74,Florida,XL,Yellow,Fall,4.1,0,Standard,1,1,30,Debit Card,Annually,1,0.3608914110593454,1.5581443775260704,0.4712640708417055,0.5680244360580229,1.23281285966393,Gold,3,1,4,8,Promo-Dependent
1295,27,Male,Shirt,Clothing,64,Texas,M,Silver,Summer,4.5,0,Standard,1,1,21,Cash,Every 3 Months,4,0.36061768479732753,6.021431490868806,0.4712640708417055,0.6275081523440809,1.0662165272769124,Silver,3,1,3,7,Occasional Buyer
1296,30,Male,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,2.8,0,Standard,1,1,50,PayPal,Weekly,52,1.0,213.7654409370122,-2.7198160345219193,0.736,0.9957609508769013,Platinum,5,3,3,11,Loyal Promo-User
1297,48,Male,Jeans,Clothing,29,South Dakota,S,Teal,Spring,2.8,0,Express,1,1,16,Cash,Bi-Weekly,26,0.5882338749181111,52.01818739458805,0.4712640708417055,0.5536467749836221,0.48312936392235095,Silver,2,2,1,5,At-Risk / One-Timer
1298,44,Male,Sandals,Footwear,85,New Jersey,M,Silver,Summer,4.6,0,Standard,1,1,32,Venmo,Annually,1,0.367251851508279,1.635867291809997,-2.7198160345219193,0.6292965241478096,1.4106613470756102,Gold,4,1,5,10,Promo-Dependent
1299,29,Male,Pants,Clothing,81,Indiana,S,Indigo,Summer,3.0,0,Free Shipping,1,1,14,Bank Transfer,Fortnightly,26,0.5755005388401039,65.93780183425851,0.4712640708417055,0.5751001077680208,1.3494302923348425,Silver,2,2,4,8,Promo-Dependent
1300,29,Male,Belt,Accessories,23,Louisiana,L,Teal,Fall,3.6,0,2-Day Shipping,1,1,42,Venmo,Bi-Weekly,26,0.6826415987921073,56.406265442698654,2.3996554557680767,0.6685283197584215,0.384366576819407,Platinum,5,2,1,8,Promo-Dependent
1301,67,Male,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,4.5,0,Next Day Air,1,1,47,Credit Card,Every 3 Months,4,0.43998626625794646,8.12235857814172,0.4712640708417055,0.6433818686362047,1.6659633238701756,Platinum,5,1,5,11,Loyal Promo-User
1302,42,Male,Shirt,Clothing,54,Maine,M,Orange,Fall,5.0,0,Express,1,1,21,Debit Card,Weekly,52,0.9144638386434814,190.55718693913693,0.4712640708417055,0.9828927677286963,0.8996201948898949,Silver,3,3,3,9,Promo-Dependent
1303,23,Male,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9,0,Next Day Air,1,1,37,Credit Card,Monthly,12,0.5085274060270781,19.881976572790414,-2.7198160345219193,0.49585932735926175,0.4149003961987089,Gold,4,2,1,7,Occasional Buyer
1304,34,Male,Blouse,Clothing,32,New York,L,Silver,Summer,3.1,0,Next Day Air,1,1,10,Credit Card,Annually,1,0.25548572642639006,0.8933077742966294,0.4712640708417055,0.42694329913143186,0.5331082636384562,Bronze,1,1,1,3,At-Risk / One-Timer
1305,64,Male,Backpack,Accessories,63,Montana,S,Orange,Spring,4.0,0,2-Day Shipping,1,1,18,PayPal,Every 3 Months,4,0.34570313996383295,5.750955762639623,2.3996554557680767,0.564525243377382,1.0528301886792453,Silver,2,1,3,6,Occasional Buyer
1306,31,Male,Pants,Clothing,56,Mississippi,XL,Peach,Spring,4.5,0,Express,1,1,2,PayPal,Every 3 Months,4,0.15791997123573503,2.553914159684137,0.4712640708417055,0.5869686096317623,0.9329394613672984,Bronze,1,1,3,5,At-Risk / One-Timer
1307,54,Male,Sweater,Clothing,33,Alaska,L,Brown,Winter,4.5,0,Next Day Air,1,1,40,PayPal,Annually,1,0.38933467262132265,1.3729344203961888,0.4712640708417055,0.6217130883704184,0.549767896877158,Platinum,4,1,1,6,Occasional Buyer
1308,23,Male,Coat,Outerwear,32,Missouri,L,Black,Summer,3.1,0,Express,1,1,43,PayPal,Annually,1,0.39651887393749574,1.386431240986628,3.3361111111111157,0.455149928633653,0.5597063269272295,Platinum,5,1,1,7,Occasional Buyer
1309,59,Male,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.4,0,Next Day Air,1,1,14,Credit Card,Every 3 Months,4,0.32165438499395005,4.7136026726930185,0.4712640708417055,0.6077154923834054,0.6330660630706668,Silver,2,1,2,5,At-Risk / One-Timer
1310,32,Male,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.7,0,Store Pickup,1,1,41,Cash,Quarterly,4,0.42640159541057726,5.272101734375243,0.4712640708417055,0.6646649344667308,0.34985229801273693,Platinum,5,1,1,7,Occasional Buyer
1311,43,Male,Hoodie,Clothing,59,South Carolina,L,Brown,Winter,3.1,0,Store Pickup,1,1,38,Credit Card,Every 3 Months,4,0.4188623015480085,6.85986634665169,0.4712640708417055,0.4711570756942171,0.9829183610834037,Gold,4,1,3,8,Promo-Dependent
1312,32,Male,Shoes,Footwear,87,Tennessee,M,Maroon,Fall,4.2,0,Express,1,1,12,Venmo,Annually,1,0.27248079185073504,1.2199882805914695,-2.7198160345219193,0.5623423122163008,1.4438533787715069,Bronze,2,1,5,8,Promo-Dependent
1313,66,Male,T-shirt,Clothing,79,Missouri,M,Violet,Winter,3.0,0,Store Pickup,1,1,19,Bank Transfer,Monthly,12,0.4432290997308591,23.306900643397807,0.4712640708417055,0.49479966610001797,1.3161110258574389,Silver,2,2,4,8,Promo-Dependent
1314,70,Male,Shoes,Footwear,28,Missouri,M,Lavender,Summer,3.9616579231742737,0,Free Shipping,1,1,23,Credit Card,Bi-Weekly,26,0.6233158463485474,54.57111010452279,-2.7198160345219193,0.7000621200506223,0.46468844374255397,Silver,3,2,1,6,Occasional Buyer
1315,42,Male,Boots,Footwear,67,Missouri,S,Magenta,Summer,3.4,0,Free Shipping,1,1,49,Debit Card,Annually,1,0.40952386281044434,1.7279890945821528,-2.7198160345219193,0.4937509264082427,1.1119330618125398,Platinum,5,1,3,9,Promo-Dependent
1316,56,Male,Shorts,Clothing,75,Mississippi,L,Green,Spring,4.2,0,2-Day Shipping,1,1,29,Debit Card,Quarterly,4,0.39217095874950286,6.79355138459411,0.4712640708417055,0.5978188071345159,1.2494724929026317,Gold,3,1,4,8,Promo-Dependent
1317,28,Male,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.6,0,Standard,1,1,14,Debit Card,Bi-Weekly,26,0.5755005388401039,52.31829162774388,2.3996554557680767,0.7671001077680207,0.5347708894878707,Silver,2,2,1,5,At-Risk / One-Timer
1318,28,Male,Pants,Clothing,43,Kentucky,M,Green,Spring,2.8,0,Free Shipping,1,1,19,Cash,Monthly,12,0.4432290997308591,20.12715557582928,0.4712640708417055,0.47079966610001794,0.7163642292641755,Silver,2,2,2,6,Occasional Buyer
1319,52,Male,Shorts,Clothing,93,Connecticut,M,Maroon,Spring,2.7,0,Express,1,1,19,Credit Card,Bi-Weekly,26,0.6047675612693206,71.43856994562755,0.4712640708417055,0.5449535122538642,1.5493458911992635,Silver,2,2,5,9,Promo-Dependent
1320,65,Male,Sunglasses,Accessories,24,Oklahoma,M,Magenta,Spring,4.0,0,Standard,1,1,48,Bank Transfer,Weekly,52,0.9959301008385787,166.70031689208818,2.3996554557680767,0.8791860201677157,0.401078167115903,Platinum,5,3,1,9,Promo-Dependent
1321,56,Male,Hat,Accessories,31,California,XL,Teal,Fall,3.1,0,Free Shipping,1,1,19,Debit Card,Annually,1,0.3163060228077822,1.09623313951672,2.3996554557680767,0.43910735840771026,0.5180592991913747,Silver,2,1,1,4,At-Risk / One-Timer
1322,59,Male,T-shirt,Clothing,84,Missouri,L,Orange,Winter,3.7,0,Express,1,1,45,Bank Transfer,Every 3 Months,4,0.43565651022150625,7.741879770135045,0.4712640708417055,0.5465159174289167,1.3994091920509477,Platinum,5,1,4,10,Promo-Dependent
1323,23,Male,Pants,Clothing,74,Washington,M,Violet,Winter,4.0,0,Next Day Air,1,1,17,Bank Transfer,Quarterly,4,0.3402026700731767,5.875283936937022,0.4712640708417055,0.5634251493992507,1.23281285966393,Silver,2,1,4,7,Occasional Buyer
1324,58,Male,Shorts,Clothing,62,New York,M,Yellow,Spring,4.6,0,Standard,1,1,15,Debit Card,Every 3 Months,4,0.3282201411760575,5.439441059230621,0.4712640708417055,0.6330286436198269,1.032897260799509,Silver,2,1,3,6,Occasional Buyer
1325,39,Male,Jewelry,Accessories,77,Indiana,S,Orange,Summer,3.8,0,Free Shipping,1,1,11,Credit Card,Fortnightly,26,0.5527992725929946,62.61802222763061,2.3996554557680767,0.6665598545185989,1.2867924528301888,Bronze,2,2,4,8,Promo-Dependent
1326,28,Male,Backpack,Accessories,73,Oregon,L,Gold,Summer,3.5,0,Express,1,1,1,Cash,Monthly,12,0.2089781122170913,10.79346477644744,2.3996554557680767,0.5079494685972644,1.2199460916442049,Bronze,1,2,4,7,Occasional Buyer
1327,40,Male,Shoes,Footwear,50,Texas,M,Indigo,Spring,3.8,0,Free Shipping,1,1,17,Cash,Monthly,12,0.43251036238086904,20.406663950735854,-2.7198160345219193,0.58865591863002,0.8298007923974178,Silver,2,2,2,6,Occasional Buyer
1328,52,Male,Coat,Outerwear,40,Florida,M,Turquoise,Winter,2.8,0,Standard,1,1,37,Cash,Weekly,52,0.9700658675655396,187.32529445004275,3.3361111111111157,0.7300131735131079,0.6996329086590369,Gold,4,3,2,9,Promo-Dependent
1329,37,Male,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,3.7,0,Standard,1,1,40,Bank Transfer,Weekly,52,0.9777962110828611,233.12451908627565,0.4712640708417055,0.8395592422165723,1.6159844241540704,Platinum,4,3,5,12,Loyal Promo-User
1330,70,Male,Gloves,Accessories,63,Texas,M,Indigo,Fall,3.3,0,Express,1,1,50,PayPal,Every 3 Months,4,0.4461538461538462,7.4220067333803375,2.3996554557680767,0.5006153846153846,1.0528301886792453,Platinum,5,1,3,9,Promo-Dependent
1331,30,Male,Handbag,Accessories,65,Vermont,M,Charcoal,Fall,2.9,0,Standard,1,1,20,PayPal,Bi-Weekly,26,0.6097311755011783,66.41864088079632,2.3996554557680767,0.5699462351002356,1.0862533692722371,Silver,2,2,3,7,Occasional Buyer
1332,38,Male,Socks,Clothing,91,Maryland,M,Lavender,Spring,3.2,0,Standard,1,1,8,PayPal,Bi-Weekly,26,0.5235322501637778,61.549855861191126,0.4712640708417055,0.5887064500327556,1.51602662472186,Bronze,1,2,5,8,Promo-Dependent
1333,66,Male,Hoodie,Clothing,60,Alaska,S,Gold,Spring,4.3,0,Store Pickup,1,1,16,Bank Transfer,Quarterly,4,0.3343877210719573,5.498502972220738,0.4712640708417055,0.5982621595990067,0.9995779943221055,Silver,2,1,3,6,Occasional Buyer
1334,29,Male,Pants,Clothing,69,Idaho,M,Lavender,Winter,2.7,0,Next Day Air,1,1,9,Bank Transfer,Quarterly,4,0.28040483366761404,4.765194406738001,0.4712640708417055,0.3954655821181382,1.1495146934704212,Bronze,1,1,4,6,Occasional Buyer
1335,46,Male,Coat,Outerwear,52,West Virginia,S,White,Spring,3.9,0,Store Pickup,1,1,12,Venmo,Monthly,12,0.39940386877381195,19.02899940520918,3.3361111111111157,0.5940346199086086,0.909522781256748,Bronze,2,2,3,7,Occasional Buyer
1336,56,Male,Boots,Footwear,49,Nevada,M,Lavender,Fall,4.8,0,2-Day Shipping,1,1,26,Credit Card,Weekly,52,0.9352983752456666,190.26325556683196,-2.7198160345219193,0.9630596750491334,0.8132047765494694,Gold,3,3,2,8,Promo-Dependent
1337,23,Male,Sneakers,Footwear,85,Oregon,M,Charcoal,Spring,4.8,0,Store Pickup,1,1,44,Debit Card,Fortnightly,26,0.6872666639219928,79.5944345623985,-2.7198160345219193,0.8134533327843985,1.4106613470756102,Platinum,5,2,5,12,Loyal Promo-User
1338,37,Male,Sweater,Clothing,86,Tennessee,L,Silver,Spring,3.4,0,Express,1,1,19,Credit Card,Bi-Weekly,26,0.6047675612693206,70.2217454060614,0.4712640708417055,0.6289535122538641,1.432728458528351,Silver,2,2,5,9,Promo-Dependent
1339,56,Male,Handbag,Accessories,51,Alabama,S,Yellow,Winter,2.6,0,Standard,1,1,43,PayPal,Fortnightly,26,0.6849804123990342,70.36963834791798,2.3996554557680767,0.5489960824798069,0.8522911051212938,Platinum,5,2,2,9,Promo-Dependent
1340,36,Male,Belt,Accessories,56,Indiana,L,Olive,Winter,5.0,0,Next Day Air,1,1,5,Bank Transfer,Every 3 Months,4,0.2284365449912879,3.6943226513870835,2.3996554557680767,0.661071924382873,0.9358490566037736,Bronze,1,1,3,5,At-Risk / One-Timer
1341,40,Male,Belt,Accessories,72,Idaho,M,Peach,Fall,4.4,0,Next Day Air,1,1,5,Debit Card,Every 3 Months,4,0.2284365449912879,3.9203909246447615,2.3996554557680767,0.5890719243828729,1.203234501347709,Bronze,1,1,4,6,Occasional Buyer
1342,26,Male,Hoodie,Clothing,27,Rhode Island,XL,Yellow,Fall,3.8762914343888824,0,Standard,1,1,31,Bank Transfer,Quarterly,4,0.3987367149316104,5.314689119470227,0.4712640708417055,0.5602869304976033,0.44981009744494743,Gold,4,1,1,6,Occasional Buyer
1343,57,Male,Sunglasses,Accessories,43,Arizona,XL,Yellow,Summer,3.4,0,2-Day Shipping,1,1,11,Bank Transfer,Monthly,12,0.39126081105453303,17.76726126421218,2.3996554557680767,0.5324060083647527,0.7185983827493262,Bronze,2,2,2,6,Occasional Buyer
1344,68,Male,Sneakers,Footwear,56,Florida,M,Indigo,Spring,3.4,0,Standard,1,1,34,Bank Transfer,Monthly,12,0.5001610026390428,24.266118910094185,-2.7198160345219193,0.5541860466816547,0.9293768874851079,Gold,4,2,3,9,Promo-Dependent
1345,56,Male,T-shirt,Clothing,37,New York,S,Violet,Fall,4.9,0,Next Day Air,1,1,14,Cash,Annually,1,0.28703900037856545,1.0441290950787665,0.4712640708417055,0.649253953921867,0.616406429831965,Silver,2,1,2,5,At-Risk / One-Timer
1346,40,Male,Dress,Clothing,21,Nebraska,M,White,Fall,3.6,0,Standard,1,1,42,Venmo,Weekly,52,0.9826415987921073,157.94411871171926,0.4712640708417055,0.8285283197584214,0.34985229801273693,Platinum,5,3,1,9,Promo-Dependent
1347,44,Male,Hoodie,Clothing,91,Mississippi,L,White,Winter,3.0,0,Free Shipping,1,1,15,Venmo,Bi-Weekly,26,0.5820662950222113,68.43149882183398,0.4712640708417055,0.5764132590044422,1.51602662472186,Silver,2,2,5,9,Promo-Dependent
1348,44,Male,Sweater,Clothing,95,Vermont,M,Cyan,Summer,3.9,0,2-Day Shipping,1,1,47,Bank Transfer,Monthly,12,0.5322939585656388,29.154899605299942,0.4712640708417055,0.620612637866974,1.582665157676667,Platinum,5,2,5,12,Loyal Promo-User
1349,19,Male,Belt,Accessories,54,Nebraska,XL,Purple,Spring,3.2,0,Standard,1,1,23,Credit Card,Fortnightly,26,0.6233158463485474,64.94369117479876,2.3996554557680767,0.6086631692697095,0.9024258760107817,Silver,3,2,3,8,Promo-Dependent
1350,21,Male,Socks,Clothing,36,South Carolina,XL,Black,Spring,3.2,0,Next Day Air,1,1,23,Cash,Bi-Weekly,26,0.6233158463485474,58.51930122518909,0.4712640708417055,0.6086631692697095,0.5997467965932632,Silver,3,2,2,7,Occasional Buyer
